,reviewText,summary
4437,"Love, Love, Love this book. Couldn't put it down.  I am in love with ST7.  This was listed as paranormal and I don't usually read paranormal, but this was wonderful.  Stoked to read the next book in the series.  I really enjoyed the writing style and the plot is excellent.  Interesting background characters make you eager to read the next book and see how the story will unfold.","Superb, Luscious, and Grand-Just read it, you'll like it too!"
4438,"A mystery with a compelling plot, a diabolical and despicable main villain, and the usual amusing banter between Patrick, Angie, and Bubba.  What more could you want?  This was the fifth book in Lehane's Kenzie-Gennaro series, and the sixth, Moonlight Mile, wouldn't appear for another 11 years (2010).  If new to the series, you really must start with the first title, A Drink Before the War.",Enough twists and turns to keep you guessing until the very last pages
4439,"I loved this book and I love Emma Lange's Regencies!  Yes, the Duke is insufferable and arrogant,  but a typical Duke. Most of the plots I've read have arrogant H that usually mellow or I stop reading it. However, he did change.  I loved the h and her abilities to fight her attraction to him.  The characters were fleshed out very well.  The children were very much a part of the story and enjoyable.  Altogether a wonderful Emma Lange regency.

Please start writing them again!",A very interesting love story with many characters of interest
4440,"A fast paced writing about murder and mayhem. Sometimes the story is a little confusing as the author is sometimes talking about right now and suddenly you in the past going over a murder scene. There are a lot of characters, all trying to catch the murderer and failing.  They do not work together or consult anyone until after another crime is committed  You do not geta chance to get bored.",They do not work together or consult anyone until after another crime is committed You do not geta chance to get bored.
4441,"I loved this book. As a software engineer I have several software patents and have a working knowledge of many of the terms, but the author does a good job tying all the terms together and really explaining the true definitions. He gives good examples non-obviousness and novelty...and the case law references do a good job explaining areas/pitfalls we inventors typically ignore..that could ultimately decrease the value of our patents.
If you are an inventor or looking to start..check out this book.",Good book for engineers wanting to get started in the patent process
4442,"A Classic - purchased for a 12 year old who will be able to read it in a day or two because of the larger print. Purchased with the larger print so there would be a sense of achievement in being able to read it quickly. I had purchased a Harry Potter book but found out she liked ""real people"" and ""real situations"".","I had purchased a Harry Potter book but found out she liked ""real people"" and ""real situations"""
4443,"If you even think you might want to write a book of your own you need this great little book chock full of valuable information. The author makes it appear easily do-able. It is a perfect yet simple guide that almost anyone can follow. For anyone who would like to write an ebook or a printed version, and needs someone to take their hand and walk them through it, I recommend this book without reservation. I loved it.",... write a book of your own you need this great little book chock full of valuable information
4444,"Amazing story, exciting and full of adventure, battles, loss and triumphs. I have a hero to root for, a heroine to admire and mystic with wild charms. And there is a wolf, who doesn't respect wolves?
I love Michael's humor. I often laugh out loud. But this is a serious book, full of mysteries and other worldly powers.
I'll be honest, it took me till 20% of the book to sort things out and proceed with eagerness. Maybe that's just me. But I totally recommend this book, nonetheless.
Hang in there and enjoy the exciting ride.
I am totally ready for the next book in the series.","They think they are gods, ...wait, those think they are gods too."
4445,"As a fan of Kunstler, Orlov, and Greer, I looked forward to reading this book. I am still considering parts of it. Nothing new really for those of us who know something is broke and needs fixing, but for those who focus on the economics portion and haven't really explored these ideas, it is worth checking out. But the economy is only one part of society, and technology and ideology also need to be considered as the other two ""legs"" of our culture, as Leslie White noted.",Economy drives society so we can't leave the economy just to economists
4446,"Roger Carp has written many Lionel Train related books from the history of Lionel to the many products produced by this great company. Roger's knowledge and research of everything Lionel is outstanding. True, many Lionel items have been covered in previous publications, and also true  that often these items are of the rare or exceptional Lionel production. For this publication, Roger focused on trains and sets that the collector of average means might actually acquire and enjoy.
Great narrative, color photos, and Lionel products that we all enjoy!",Nice review of Lionel Trains that are reasonably collectible today!
4447,"I will admit, I was thrown a little in the early part of the book.  The world is so different that some of the thin descriptions just leave you wanting... but that all works out through the rest of the story.  The world, while very different than anything else I've read, builds to an acceptable level and keeps the story focused on the characters.  Overall, a very good read and I don't often offer 5 stars.  I am now reading the second, wondering if it'll take another author to finish this 10 book set as he did for Jordan!  Great books, I hope he keeps them coming!","The world is very different, but the characters are totally human."
4448,"A.D. has done it to me again! She took me for a wild ride on a roller coaster and I loved every up down and turn she threw at me. I love an author who can drag me into her book and make me become emotionally invested in it. I laughed, I cried, I cussed and I tried to figure out how to shake some sense into a character at least twice!

I cannot wait for the rest of this series!
I call dibs on Shadow, to infinity and beyond because in the words of AD, that's the law!",She took me for a wild ride on a roller coaster and I loved every up down and turn she threw at me
4449,"Knight Winthrop's  life was  enjoying women and living a carefree life. He soon had that changed when Lily and 3 children showed up at his door. She told him she was the widow of his cousin Tristan Winthrop . Laura Beth was her daughter and Sam and Theo were Tristan's. You will find romance, laughter and a mystery . Lily is supposed to know where hidden jewels are which puts her in danger. Knight will be a changed man by the end of the book I have all three in series and like d them all.",Knight will be a changed man by the end of the book I have all three in series and like d them all
4450,"This has been one of the best series in the last decade.  I enjoyed all of them.  You get to see the growth of her protagonist throughout the series and in this book in her journey to become a shaman.  I am a little sad it has ended and that the author made some of the choices she did in the manner of ending.  But,  it is a fitting end and I will always remember Walker and her story.",Will Jo finally deal with the Master and get some chance for rest.
4451,"Let's just get straight into it, the book sounded like a middle school summer project tbh. I've read Shana Galen's ""When Dashing Met Danger"" (which was phenomenal) so this mediocre novel was a shocking letdown; especially in light of the ratings. The premise, execution, and character development is just sloppy. The protagonists have absolutely no depth as they try desperately to best each other in petulance. I mean my god, Shana Galen did you even read it?",Whoa Whoa.. How Many of You are Getting Paid to Write Reviews lol?
4452,"Eboo Patel has done it again - his storytelling gives a powerful testimony to how we are stronger together with those we don't understand, know or necessarily agree with at first.

Patel's first book changed my life, and this one gave me the courage to start engaging folks with different view points.

A great gift!","Thoughtful, important perspective in this time of divisiveness"
4453,"When I came across this book I felt I had to read it. I'm in my mid-twenties, but my parents and many relatives are over 50 and don't seem to be excited about life the way I'd like them to be. This issue is that many of them don't like reading. However, I can get them to read this. This book is concise and informative. I love the 3 foundation and 5 step concept the author discusses throughout the book. It was also very motivational and inspiring. My family is going to love this and will start pursuing their dreams!",My family is going to love this and will start pursuing their dreams!
4454,"In the tradition of Dan Brown.  Well researched historical perspective makes it more credible as the historical underpinnings are easily referenced.
The interpretation of documented historical events is subjective and supportive of the conspiracy theme and conclusions but, due to the period depicted, is not outside the realm of possibility.  Part of the novel, while not giving away too much to the potential reader, replicates actual and speculative events captured by other authors developing novels around similar period courses of events.","Not a book to read in one sitting, but one which keeps you coming back to it."
4455,"Though I thoroughly enjoyed reading this book, I was disappointed when it lacked much of the rich subplots portrayed by the television series. I hadn't realized that she had written the script first, and the book second, until I had this book in my hands (which is why it receives a 4 instead of a 5). A very pleasing story but, there is definitely more of it to be told.","Purchased as a gift, but had to get it back to read for myself."
4456,"The Hard Thing about Hard Things is an excellent compendium of practical wisdom for Entrepreneurs. It is definitely not the same to manage a recent born company with no processes or structure in place and Horowitz understands this better than anybody, given that he had to do exactly that: successfully manage a startup from zero to great success. I have no doubt that Ben's advice will be invaluable to ANY entrepreneur.",an excellent management book for founders and CEOs of Startups
4457,"I was boning up to preach Exodus this year and started trying to absorb a very large commentary.  It bogged me down.  So I reached for Sarna's ""Exploring Exodus"" which is a manageable 220 pages and I got great insights more quickly, so now I feel better prepared to dig deeper in the larger commentaries.  Sarna has a high view of Scripture.","Manageable size, packed with insights!  High view of Scripture."
4458,Please note I was offered a free copy of this book for this review.  My opinions are my own.  These books are so special and explain some very difficult topics to younger kids.  I love the pictures and the descriptive and unique story telling.  This book is so special and allows parents to help their eldest children through what can be a difficult time in their lives.  It's a very special time and this book celebrates it with you.,I love the pictures and the descriptive and unique story telling
4459,"This book was a good read but I found that it was written too simple and too short for teen girls.  Teenage girls should be reading extensively.  I actual think that this book should have been for pre-teen girls as my niece is 10 and has no problem at all reading a book like this.  In order to stimulate teenage girls,  I would increase the vocabulary  and the length of the book.  I still rated it 4 stars because of the content and it will help some teenagers who have difficulty reading.
Disclosure:  I have to inform you that I did receive this book at a discount in exchange for my review.",Good read and especially great read for pre-teen little girls
4460,"Just as Harry Connolly subverted urban fantasy with the 20 Palaces series, he has turned epic fantasy on its head with the Great Way trilogy, starting with The Way Into Chaos. While he was inspired by Tolkien and others who wrote epic fantasy of the traditional sort, Connolly has written a trilogy that moves at a brisk pace, immersing us in the world he has created without laboring over a lot of fluffy stuff (his working title was the tongue-in-cheek ""Epic Fantasy With No Dull Parts"").

Highly recommended for fantasy fans who want to try something new.",he has turned epic fantasy on its head with the Great Way trilogy
4461,"A well written novel of survival from the perspective of a woman who has every reason to wish she were dead. Instead, she overcomes obstacles and plows ahead into whatever awaits her with courage and an inner strength she thought she had lost. This is a very easy read that starts out with a bang and just keeps on delivering. I gave it 4 instead of 5 stars only for the fact that at times I felt she was a little unrealistically lucky but that is one of the most endearing aspects of this adventure.","Finally, An Apocalyptic Story Where The Majority of Humans Retain Their Humanity"
4462,"This book had an intriguing storyline that kept me turning the pages. One must accept that the main characters are fictional, but the events and circumstances of the story are based on history. Circumstances tied to the corrupt politicians, and the scoundrels on the Barbery Coast, to the trafficking of young Asian girls. I feel the author did a great job of incorporating the many neighborhoods and their nuances.  I've already recommended this story to many of my friends and I recommend it to you as well.",I feel the author did a great job of incorporating the many neighborhoods and their nuances
4463,"This book was so slow and excruciating to read that I only got about half-way through!  It is extremely rare for me not to finish a book, but I just got to the point that I was so frustrated and really didn't care about the story anymore.  I read it with a book club, and the other members also found it very boring and full of irrelevant details.  The author went into extreme details on the meals Julia Child ate, the history and ancestry of everyone she met, there was no focus and direction to the story - in fact, there was no story, just a bunch of details about a life.",and the other members also found it very boring and full of irrelevant details
4464,"This book on the Gokhale methods provides practical advice on how to achieve basic daily activities without pain.  The photos and descriptions have helped me to sit, stand, walk, and lay down such that my spine can naturally decompress. I have continued to work with a physical therapist on strengthening my body, reducing pain but honestly, until I had read the book and taken the Gokhale class, PT was not working.  I am now able to walk and swim again so I am very grateful for this book.",Practical advice on eliminating pain in your daily activities
4465,"A fantastic study of a monster who murdered people the way Hitler did, only more so and with a decided, deeply evil relish. Political issues here are not clarified by the author, the simplistic impressions of others are corrected. It is dense and complicated as it should be. A great book on a Godzilla in uniform. I cannot wait for Vol II.!!",An Excellent study of Stalin. Unbelievably detailed. You will gasp!
4466,"I have read many books about the atrocities of WW2, and this is one of the best. A truly 'must read'. Both inspiring and devastating, extremely well written account of an absolutely horrific period of time. Devastating and inspiring, I sobbed my heart out. Thank you for retelling this beautiful story of strength and courage and the power of love.","A truly amazing book. Both uplifting and heartbreaking, a must read."
4467,"The art work is stunning but hard for a new Tarot reader, at least me, to interpret. The Rider-Waite decks are the best for learning, but the art and gold foil is beautiful. I do not like the size of the mini-deck, weird shape. I will get the standard size down the road because the art is so nice looking.","Great art, hard to interpret for beginners, mini card size is funcky"
4468,"Here, in the words of the author, the main character, A.J., comments on his own book.

""The Storied Life of A. J. Fikry has some lovely moments. Though my taste runs to books that are less sentimental than this one, Im sure my wife, my daughter, and my best friend the cop will love this book, and I will heartily recommend it to them.","Enjoyable story of a book seller, his island and the end of loneliness."
4469,"Silly premise for a story. The nurse has more balls then the Surgeon, who is always measuring his PTSD rating. The villain in the story always works alone but suddenly when it is convenient for the plot he takes on two helpers-reply silly. Why do the bad guys always wait to kill the hostage till the 'hero' gets there. Silly. Villain lets himself get nailed, another silly move by the author.",Spoiler alert-Last Surgeon - this may be the last book of his I read. Silly book.
4470,"Anyone who wonders what our Coast Guard does should read this book.  These incredible rescues are made in Alaska under
extremely bad weather conditions, truly heroic stories.  Your heart will be beating not only for the people in trouble but for the young men who go out and put their lives in danger in order to save others.",These incredible rescues are made in Alaska under extremely bad weather conditions
4471,"I have read many historical fiction books from WW2 about the Nazis and have amazed at the human spirit. This book is not fiction, but the true accounts of precious Jewish people caught up in the atrocities of this regime.  I felt their pain, their dreams dashed to pieces as they struggled to survive, though too many of them paid the ultimate price.  I highly recommend this book though not to the faint of heart!",The persecution of Jews  in Nazi Germany in WW2 reveals the will to survive.
4472,"I was first attracted to this book because it was the one in a long list of suggested reads that didn't have a woman on it that looked like a prostitute. So I thought, maybe there's a plot! Loved it. Good read, doesn't lag and covers all the basics of what I like (twists, confidence, perseverance, self discovery) I just bought the second one and expect to enjoy it. Three cheers to an author that relies on the story to sell his book.. not the cover ""art"".",... that didn't have a woman on it that looked like a prostitute
4473,"This book is an absorbing page turner.  Although a work of fiction, it brings to the fore the atrocities of human trafficking and enslavement.  It can be used by youth organisations as an example of how easily people can fool or be fooled through the Internet, and the detrimental consequences which may result from being fooled.",It can be used by youth organisations as an example of how easily people can fool or be fooled through the Internet
4474,"I received an arc for an honest review.

It took sometime for me to get into the story.

Initially it seemed Lily had strong backbone but she seemed to lose it through the story line. She just went with what anyone told her to do. Not something I really enjoy. Personal taste so not knocking the author. It was a pleasant read.",Not something I really enjoy. Personal taste so not knocking the author
4475,"I could not put this book down. This is a classic and it should be read more often.  I only read this because I wanted to do a study of Godwin's daughter, Mary Shelley.  I was surprised at how involved I got in this.  I also read a couple of things by Mary's mother, Mary Woolstonecraft and found those overwritten and overly opinionated with an extreme hatred for men.  This is also very opinionated, but prison reform and human liberty are championed here and the book is much more readable.
This Penguin edition has excellent notes and intro.",Exciting.  A classic which is not grenerally read as much as it should .
4476,"Hey kid! Wannsta learns how to does it right, huh? I gotta friend see, hez names is Nolan Ryan! He'z the greatest pitcher in Baseball!  PLAY BALL!!! Thanks Ump!  If you want to pitch to the best later on in the ""Big Leagues"" it is extremely wise to learn from the very best. My grandson is about to get that experience only the very best can offer. No doubt about it, Nolan Ryan had no equal when he pitched baseball.","Nolan Ryan. I watched his play, his no hitters (7), and how he made it into the ""Hall of Fame"""
4477,"Excellent synthesis of John of the Cross and Teresa of Avila. I found the explanation of the levels of prayer to be particularly helpful. I found the explanation of how to advance in prayer and holiness to be particularly challenging--we must detach ourselves from the things of this world and regularly engage in discursive meditation; eventually, God will call us to higher levels of prayer.

This is a book to read and re-read. More importantly, it is a book that urges us to become saints and gives us the wisdom to begin. The day to begin a life of regular prayer is today.",We are all called to a deep interior life of prayer. Begin today!
4478,"Dry, dry, dry... not something I would buy for my own enjoyment, but I needed it for school.  With that said... it does have great insights into the proper methods of researching source documents and how to evaluate their worth.  So all in all, as a historian, this book is extremely valuable.  However, it falls into the pitfall that I think discourages most people from history... it is dry.","Dry, but extremely useful for historians and researchers just starting out!"
4479,"Ravitch is an inspirational woman, and I've met her! This book is great if you're looking for proof of why the business model doesn't work in schools and lots of examples of mistakes we have made in America's education system. I definitely enjoyed it. However, some of it is repetitive and it reads a little dry. I'd recommend further her new book, Rein of Error. It'll shine a whole new light on what you think you know about education.",This is an interesting (relitively) recent history of education
4480,"I enjoyed this book very much and would recommend it to others; however, the overuse of the word 'core' drove me absolutely crazy!  When I think of how the writer intended to use the word 'core,' it basically means the most powerful feeling one could ever imagine!  She uses this deeply intense word or phrase so many times that it totally lost its meaning.  I say this in a helpful way and not to sound mean or ugly.  I would research other synonyms for this word so that when the reader does come across it, it truly stands out as how intense the writer intends.","I enjoyed the book, but the overuse of the word 'core' drove me crazy!"
4481,"I love reading about the lives of famous people, and Kirk and Anne certainly didn't disappoint.  Their love story and experiences in Hollywood were fascinating reading and I had a hard time putting it down.  Not only do I admire Kirk Douglas for his outstanding work in films, this book reveals what caring philanthropists they are.  I loved it!","HOW GENEROUS OF KIRK DOUGLAS AND HIS WIFE, ANNE, TO SHARE THEIR BEAUTIFUL LOVE STORY"
4482,"A setting of post Civil War sets us up for a sweet story between the strong yet lovely Rosemary and the doctor she begins to work for, Elijah. I love how unique and intelligent Rosemary is- a definite match for her employer....perhaps! Of course, a twist or two comes about, changing the plans for Rosemary and Elijah, adding a bit of discomfort and the unknown. Prayers, thoughts, and verses rest on trust and forgiveness to infuse the storyline with the grace of God. A truly tender hearted story with excitement and gentle nudging toward The Lord!",A story which gives us a taste of God's faithfulness and healing through trials!
4483,"Lucidly written and clear, although necessarily challenging at times, I would love to see this as required reading for first-year university students (it won't happen). The author examines the historical substrate for the current philosophical notions that there is no reality, that truth doesn't exist (equivalently, is ""relative""), and, by extension, principles don't exist, beginning with Athens at its prime and going forward in the History of the Western cultures.

If you have internalized the notions of Kant and his followers, this will not be very accessible to you.",A great read dealing with a critically important topic in todays nihilistic West.
4484,"I have read this book before and it is one of my favorites. It originally was written in a different language (Russian) and was translated to English, but somehow on the e-book version there was no proof reading done because the shear number of misspellings almost made me quit reading it. I wish someone had done a better job with the proof reading/ editing because it almost ruined the book. I cannot fathom someone trying to read this book for the first time.","Get the hardcopy, the E-version was poorly edited and the number of misspellings will ruin it for first time readers"
4485,Again this book continues to explore the people and lives involved with the detective agency and the mechanics shop. It is very comforting to read the tales of everyday life in the core of this series. This one ended with me wanting to start the next book in the series. The chair was delivered and the traditionally built detective has been tempted to drop her diet.  Again the book is such fun to read. Easy to get to know each character and want the storyline to go on forever.,Shoes have a purpose and people have a mission to accept the good things  given them to share.
4486,"Not Anne Rice's best characters, they did not inspire my loyalty.  I could not envision the bestial love scenes without feeling a bit ill-- maybe I lack imagination.  I speak as a person who owns most of the Witching Hour series and maybe all of the Vampire Chronicles.  I loved the narrative book of Christ the Lord-- it was amazing.  So when I tell you all that I did not love this, I just didn't.","Not Anne Rice's best characters, they did not inspire my loyalty"
4487,"New format, new title, duplicate publication. If you have a copy of a perpetual calendar titled ""365 Knitting Stitches a Year"" that published in 2002 also by Martingale, this is the same thing only in book form.  Didn't count the number of stitches in the book but if you have the calendar don't buy the book. If you don't have the calendar the patterns and pictures in the book are nice.",If you don't have the calendar the patterns and pictures in the book are nice.
4488,"I am a people person so I connected with Eric Pearson's book The People You Meet in First Class. People and their stories truly are the best thing in the world and I absolutely agree with Eric when he says ""we are different than the person who sits beside us bur have more in common than just the Row #"" . Waiting in a line up at a store for me is a chance to meet thy neighbor, catch your breath and say hi.  This author shows us how to take in what we see. Great story telling he will make you laugh for sure.",Treating everyone like First Class Citizens in The People you Meet In First Class by Eric Pearson
4489,"What an awesome read!  I bought this book in November of 2014 and just finished buying the series so I didn't have to wait for the next book.  Yes, I am that crazy LOL.

The more I read this book the more pulled in I was.  There is mystery, suspense, desire, love and a lot of laughter.  I found myself laughing out loud so many times.  This tiny woman bringing 4 Army Rangers to heel.  Got to love that.  Granted the Army Rangers are all Alpha, but have the utmost respect for Hayley.

I am not going to give you a book report.  Read the blurb.  What is not to love Alpha males, romance, mystery?",Take a dash of mystery add a pinch of suspense cup of lust and a sprinkling of laughter = A recipe for an awesome book!
4490,"You Say It First is a good read-continues the Fool's Gold series.  I loved how the book started out,  throwing you in total chaos, which is its intention. Don't worry, it gets sorted out quickly enough.  The book is very nicely written, and also takes you thru conflicts between mother and daughter.  It's not one of those shallow love stories.  Definitely read it.  I'm already looking forward to the next story in the Happily, Inc series.  You will not be wasting your money with this book.",You Say It First is a good read-continues the Fool's Gold series
4491,"Steven Wise has used terrific vocabulary to express the sorrows of war, but he has also shown great tenderness of heart for love that endures, love that supports and uplifts the soul during trying times that each must endure. He has a wonderful scope of vision with his tale and I hope to read more of his work, as I looked forward to reading this work after a long day.",Steven Wise has used terrific vocabulary to express the sorrows of war
4492,"Grrrrrrrr!!!!!!  I just got finished reading this book and am sooooo disappointed in the ending!!  I kept wanting to keep on reading it and then all of a sudden, bam!  It's over and a lot wondering left hanging in the end!  So, I thought, maybe a sequence?  I come and check it out and find that there is none!  It got too descriptive toward the end as if the author was trying to stretch it out.  I was very disappointed and now wish that I had not read it at all because of the ending!  It went from being very exciting to ?????",I just got finished reading this book and am sooooo disappointed in the ending
4493,"This is an excellent resource for learning all about Hedge Funds and how they work.  This book delves deep enough into the various aspects of Hedge Funds to be very instructive but not too analytical.  Not a book for dummies and not a PhD in Finance reference, a great resource right in the middle. This book is perfect for those who are looking for a relatively in depth knowledge of Hedge Funds without boring themselves with too many analytical and overly academic concepts and theories.",An Excellent Resource for those who aren't mainly Finance people
4494,"I've been around the world a few times over now, and I was very impressed by the gritty realism with which the sex trade in developing parts of the world is depicted here. Young women get sucked in with no other foreseeable options to make money, and it becomes their accepted culture and lifestyle. As I have a Ukranian partner and have personally witnessed the impact of her culture on her own personal upbringing, I felt especially connected to the sisters here and their drama at home. Recommended.",Young women get sucked in with no other foreseeable options to make money
4495,"This full-of-heart story is perfect for my fifth grade classroom; it contains more than enough whimsy, magic, drama, and personality to appeal to a broad readership. Come for the family, stay for the descriptions of the brownstone, which is my favorite character.

And yes, buildings can be characters. Need proof? Read this book.",This full-of-heart story is perfect for my fifth grade classroom
4496,"Bree Tanner is a runaway teen that is living on the streets. Riley finds her and offers her a ""better life"". She's a shy and inteligent girl who proves that she can't be fooled by Riley's lies after her transformation. She mostly keeps to herself and out of the way of any angry vampires in her ""coven"". She has a brief romance and the two of them find out something very interesting about the Volturi that The Twilight Saga never tells you about.

You learn to love Bree and wish the best for her. She's just an innocent victim that struggles to stay alive and do what is right.","Slow Moving, but Worth Reading if You Have Read the Twilight Saga"
4497,"Sarah Price has presented us with a protagonist facing many challenges.  From her two children from a former marriage, to her new husband who is older and a  little formidable.  Rosanna is a giver  and does not know when to stop...she learns in a most interesting way...  I learned a lot from her struggle.","In spite of it being 2015 , I found this Novel very timely.  Women today are faced with enormous challenges."
4498,"I was fortunate to receive an advance copy of AK Turner's latest Vagabonding With Kids book - Vagabonding With Kids: Alaska - and I absolutely loved it!  No surprise there since every one of AK Turner's books has been blast to read!  As an Alaskan this book has been particularly fun since I can relate to a lot of what AK writes about.

This book was so fun and entertaining that I could hardly wait for the official publication date to arrive so I could purchase a copy to send to a friend.  I'm sure my friend is going to love it as much as I did!",If you've ever wondered what Alaska is like then this is the book for you!
4499,"This is one of the best written and edited indie science fiction novels available for Kindle. However, there is never any emotional comnection formed with any single one of the characters, which makes every single person in the book feel a bit one-dimensional. I would have given it three stars, but the editing and portrayal of advanced communications technology in a non ""dues ex machina"" bumped it ip a whole star.","Some of the best of indie sci fi, but cardboard characters abound"
4500,Just finished reading the story and it was really really good. I love the characters and the story line. I love how Ivan treats katy and takes care of her even though she is a strong independent woman. The author did a great job on this story and I would recommend it. I received this ARC book free in exchange for an honest review.,... finished reading the story and it was really really good. I love the characters and the story line
4501,"The book was really great in the first half--I couldn't put it down.  There is a defined second half and it must have been written much later...although the story picks up after a few chapters, it is written with less sophistication, more like a younger-persons book.  I waded through the change and in the end, liked the story very much.",The book was really great in the first half--I couldn't put it down
4502,"Excellent story.  It kept my attention, but I was a bit disappointed that they didn't expand upon the alternate universe storyline.  Like it was just a brief couple of chapters then never covered again in any of the series.  I really thought it was going to play an integral part to the story, but nope - it basically was over as soon as it started.",Why the integration of Alternate Universes and then never expanded on is beyond me!
4503,"Another triumph in this series. So much intensity and excitement that my entire body felt like it was going to explode. I adore the characters in this books, they're  crude yet likable and at times they're tough yet tender and soft with one another. Theyre fearless when its needed yet vulnerable, too. I have nothing but praise for this book and, without a doubt, I believe this to another amazing addition to this authors works. Immensely entertaining and completely riveting. I voluntarily reviewed an advanced reader copy of this book.",So much intensity and excitement that my entire body felt like it was going to explode
4504,"The Friends We Keep
Susan Mallery has started a new series with her new town of Mischief Bay.
She continues the series with The Friends We Keep. She has created another beautiful town with residents we will love to follow.

Nicole and her son Tyler are back with the dreaded Brad the Dragon. Added into the mix are Gabby & Haley. We have fun, laughter, heartbreak, tears and unexpected solutions to some problems.

 Fans of Susan Mallery books will love this story  then again  she has never written a book I haven't liked.",She has created another beautiful town with residents we will love to follow
4505,"The Vice President is expected to be a shoe in for the Presidency, 10 years prior his daughter was believed kidnapped but never found. The news replays the last video of her known in hopes to help solve the mystery. An ex CIA agent, ex Police officer and ex adviser; to the Vice President when he was a senator; are part of a private team with possible new evidence are looking to solve the mystery. Computer skills are needed to follow-up the new clues, the son of the another ex adviser was recruited; he has his own history with the now Vice President and like a brother to the missing girl.","Great read for mystery, excitement and back ground insites of politics"
4506,"I was asked to review this e-book. It is a decent book for young children. It has some jokes that are sort of corny and not so funny. However, it also has quite a few jokes that even an adult would laugh at. It's a good book to read with your children and get a good chuckle. If you child is able to read on their own they will get a kick out of reading this book and then sharing their favorite new knock knock jokes with you. I received this ebook at a discount in exchange for my honest review.",It has some jokes that are sort of corny and not so funny. However
4507,"Wow,

That's the best description I can give. As ""Zombie"" novels go, this is hard to beat. As ""thriller"" novels go, this is hard to beat and as far as caring about the characters is concerned, a well done book. I need to like the characters. I liked these protagonists! A great followup to the first in the series. Keep em coming Nicholas!","A worthy follow up to a Great first book. Fast, unpredictable and a plot that keeps you in the story."
4508,"This story breaks every rule possible for a modern day published fantasy novel. However, Patrick Rothfuss is a master writer and anything he writes is worth reading. Such was the case with Slow Regard. If you don't like his other books, writing style, etc., etc., don't waste your time. Simple as that.",Worth reading if you enjoy Name of the Wind and Wise Man's Fear
4509,As far as investing textbooks go this is probably one of the better ones. All to often it seems like textbooks are either too broad and beginner in nature or they're far to advanced and presumably assume you know much more than you do. This one strikes a fine line that makes it a fantastic educational read,Fantastic Investing Textbook that is great for All Knowledge Levels
4510,"I am a retired biology teacher and a committed Buddhist (also past teacher). I tried to explain the amazing convergence between these two world views without success. Barash has absolutely succeeded in showing this wonderful connection in a well written and enjoyable style. I wish everyone seriously interested in Buddhism would read this book. The Buddha did not teach mysticism. He taught about life here on this planet which is, after all, based in biology.",I tried to explain the amazing convergence between these two world views without success
4511,"Coleman has used the names of Parker's characters and setting, but this is not a Jesse Stone novel.  In the first 60 pages there is unnecessary sex and violence but none of Parker's style. I enjoyed Michael Brandman's Jesse Stone novels, but I will not even finish this book.  I recommend you not buy it.",In the first 60 pages there is unnecessary sex and violence but none of Parker's style
4512,"A lovely book. For some time now, although I am an avid reader, I have not been able to get into a book, stopping and starting several. I ordered this on a whim and am so glad I did. Beautifully written, Wood's word choices are part of the magic that made this so good. I was drawn in from the first pages and had to keep myself from reading all night because I wanted it to last. Readers come to know ""The Boy"" through his absence, this absence that brings the tender and damaged and loving characters together in the life he has left. For me this book is a true gem.","Beautifully written, a tender story of love and broken hearts"
4513,"A very powerful book and one of the most vivid, lucid, and cogent depictions of being black in America whether you are a young black male (for whom this was written) or not. It gave me a whole new perspective on the inherent racism of our country and lives. I recently read Negroland by Jefferson, but Between the World and Me is a much more powerful and passionate work, more in the streets of everyday life. Everyone will benefit from reading this book.",Black lives in the balance - a candid and raw look at being black in America
4514,"The book dragged - using up pages & pages of boring information on what kind of wagons was needed, what kind of supplies, this thing, that thing - who cares - I finally had to skip over pages of information that could have been written on one page.  It got so boring, I stopped reading it. It seemed like it would take forever to get to a better story line, but didn't have the patience to see if there ever was going to be one.",... book dragged - using up pages & pages of boring information on what kind of wagons was need
4515,"Grissom has an amazing talent for creating characters that are vivid and real. How a Canadian native can capture the spirit, dialogue and nuance of slaves in 1830. She also weaves a tale that builds and creates such excitement it is difficult to put the book down. I was between projects, became mesmerized by her story line and pace, and read the entire book in 2 days!! I immediately bought her first book - THE KITCHEN HOUSE - amazing research and depth of detail of slavery and vivid description of life in the early 19th Century.",Grissom has an amazing talent for creating characters that are vivid and real
4516,"This is a classic ""whodunit"".  Along the way, there is a mini-study of the ways, manners, and prejudices of the small world at a British private school of a certain time.  Some readers might find the ending a bit too much of a conventional ""set piece"".  However, it seems highly consistent with the characters and circumstances.  Not the author's best, perhaps, but well written, interesting, and highly entertaining.","Murder at a ""quality"" private school and George Smiley, to boot... a twofer."
4517,"This book was a lot of fun, I liked the character development, liked the imagery and I didn't guess whodunit halfway through reading. However I didn't like the slight paranormal put into the crime mystery.. I know it's King's style, but (slight spoiler) there's another gifted kid with the ""sight"", and after reading the shining and doctor sleep, it's kind of tiring to see it used again.","This book was a lot of fun, I liked the character development"
4518,"A nice series of short stories set in Washington, DC an NYC in early 20th century (1910-1920) about a semi-retired government detective and his two side kicks, a young Irish lad and an up and coming lawyer.  While not the level of Sherlock Holmes thee Bromley Barnes stories were a relaxing read before going to bed.  So if you are looking for something light to read and your a fan of detective stories then I would recommend this Kindle ebook.","While no Sherlock Holmes, Bromley Barnes is an entertaining American detective."
